country,name,position,overall,photo
senegal,Ilay Camara,DEF,81,senegal_ilay_camara_37637485.png
senegal,Pape Matar Sarr,MID,85,senegal_pape_matar_sarr_37342694.png
senegal,Pape Gueye,MID,80,senegal_pape_gueye_433169.png
senegal,Lamine Camara,MID,83,senegal_lamine_camara_37642676.png
senegal,Kalidou Koulibaly,DEF,86,senegal_kalidou_koulibaly_61806.png
senegal,Iliman Ndiaye,FWD,82,senegal_iliman_ndiaye_23661272.png
senegal,Habib Diarra,MID,84,senegal_habib_diarra_37581992.png
senegal,Boulaye Dia,FWD,79,senegal_boulaye_dia_2206688.png
senegal,El Hadji Malick Diouf,DEF,82,senegal_el_hadji_malick_diouf_37685630.png
senegal,Abdoulaye Seck,DEF,88,senegal_abdoulaye_seck_153244.png
senegal,Idrissa Gueye,MID,82,senegal_idrissa_gueye_1030.png
senegal,Mory Diaw,GK,77,senegal_mory_diaw_162164.png
senegal,Nampalys Mendy,MID,82,senegal_nampalys_mendy_4679.png
senegal,Moussa N'Diaye,DEF,86,senegal_moussa_ndiaye_30446976.png
senegal,Ousseynou Fall Seck,MID,82,senegal_ousseynou_fall_seck_37937202.png
senegal,V. Cissé,MID,80,senegal_v_ciss_38051202.png
senegal,Dion Lopy,MID,80,senegal_dion_lopy_30446984.png
senegal,Cheikh Niasse,MID,79,senegal_cheikh_niasse_527534.png
senegal,A. Coly,DEF,83,senegal_a_coly_38051201.png
senegal,Cheikh Ndoye,GK,78,senegal_cheikh_ndoye_27796860.png
senegal,Marc Diouf,GK,83,senegal_marc_diouf_37556321.png
senegal,Insa Boye,MID,86,senegal_insa_boye_37342689.png
senegal,Mamadou Lamine Camara,MID,87,senegal_mamadou_lamine_camara_37603706.png
senegal,S. Mballo,GK,83,senegal_s_mballo_38051189.png
senegal,Moustapha Mbow,DEF,85,senegal_moustapha_mbow_29336632.png
senegal,Issa Kane,MID,77,senegal_issa_kane_37712707.png
mexico,Érick Sánchez,MID,88,mexico_rick_snchez_255156.png
mexico,Alexis Gutiérrez,MID,82,mexico_alexis_gutirrez_5666523.png
mexico,Jesús Orozco Chiquete,DEF,82,mexico_jess_orozco_chiquete_37546337.png
mexico,Jesús Angulo,DEF,77,mexico_jess_angulo_3169754.png
mexico,Luis Romo,MID,87,mexico_luis_romo_1525361.png
mexico,Efraín Álvarez,MID,76,mexico_efran_lvarez_2170259.png
mexico,César Huerta,FWD,84,mexico_csar_huerta_5666528.png
mexico,Julián Quiñones,FWD,83,mexico_julin_quiones_254057.png
mexico,Guillermo Ochoa,GK,82,mexico_guillermo_ochoa_95174.png
mexico,Carlos Rodríguez,MID,76,mexico_carlos_rodrguez_255102.png
mexico,Jorge Sánchez,DEF,78,mexico_jorge_snchez_253754.png
mexico,Julián Araujo ,DEF,82,mexico_julin_araujo_23260605.png
mexico,Jeremy Márquez,MID,80,mexico_jeremy_mrquez_30287102.png
mexico,Armando González,FWD,81,mexico_armando_gonzlez_37547842.png
mexico,Carlos Moreno,GK,85,mexico_carlos_moreno_12789591.png
mexico,Ramón Juárez,DEF,78,mexico_ramn_jurez_37250424.png
mexico,Gilberto Sepúlveda,DEF,75,mexico_gilberto_seplveda_25939661.png
mexico,Juan José Purata,DEF,88,mexico_juan_jos_purata_3876654.png
mexico,Mateo Chávez,DEF,86,mexico_mateo_chvez_37661731.png
mexico,Kevin Álvarez,DEF,76,mexico_kevin_lvarez_10947888.png
mexico,Emilio Lara,DEF,86,mexico_emilio_lara_34862161.png
mexico,Jorge Ruvalcaba,FWD,88,mexico_jorge_ruvalcaba_37600543.png
mexico,Ángel Sepúlveda,FWD,79,mexico_ngel_seplveda_252509.png
mexico,Gilberto Mora,MID,85,mexico_gilberto_mora_37739232.png
mexico,Edson Álvarez,MID,82,mexico_edson_lvarez_254052.png
mexico,Raúl Rangel,GK,88,mexico_ral_rangel_37530277.png
mexico,Marcel Ruiz ,MID,85,mexico_marcel_ruiz_20336077.png
mexico,Raúl Jiménez,FWD,84,mexico_ral_jimnez_160217.png
mexico,Alexis Vega,FWD,79,mexico_alexis_vega_254021.png
mexico,Rodrigo Huescas ,DEF,81,mexico_rodrigo_huescas_37565765.png
mexico,Orbelín Pineda,MID,81,mexico_orbeln_pineda_253683.png
mexico,Luis Malagón ,GK,89,mexico_luis_malagn_253957.png
mexico,Israel Reyes,DEF,78,mexico_israel_reyes_37253495.png
mexico,Jesús Gallardo,DEF,83,mexico_jess_gallardo_253737.png
mexico,Johan Vásquez,DEF,80,mexico_johan_vsquez_1525399.png
mexico,Carlos Acevedo,GK,81,mexico_carlos_acevedo_253753.png
mexico,Roberto Alvarado,FWD,79,mexico_roberto_alvarado_254106.png
mexico,Santiago Gimenez,FWD,87,mexico_santiago_gimenez_2503729.png
mexico,Fidel Ambríz,MID,80,mexico_fidel_ambrz_37356489.png
mexico,Obed Vargas,MID,85,mexico_obed_vargas_37569331.png
mexico,Germán Berterame,FWD,78,mexico_germn_berterame_455810.png
mexico,Hirving Lozano,FWD,76,mexico_hirving_lozano_253463.png
mexico,Érik Lira,MID,85,mexico_rik_lira_21045321.png
mexico,Luis Chávez,MID,79,mexico_luis_chvez_253833.png
mexico,César Montes ,DEF,78,mexico_csar_montes_253701.png
mexico,Diego Lainez,FWD,86,mexico_diego_lainez_254456.png
usa,Matko Miljevic,MID,75,usa_matko_miljevic_25591385.png
usa,Indiana Vassilev,FWD,83,usa_indiana_vassilev_5640883.png
usa,Patrick Agyemang ,FWD,80,usa_patrick_agyemang_1109.png
usa,Alex Freeman,DEF,76,usa_alex_freeman_37623379.png
usa,Caden Clark,MID,81,usa_caden_clark_37436336.png
usa,Damion Downs,FWD,82,usa_damion_downs_37592316.png
usa,Paxten Aaronson,MID,79,usa_paxten_aaronson_37525731.png
usa,Brian Gutiérrez,MID,85,usa_brian_gutirrez_37451396.png
usa,Josh Sargent ,FWD,85,usa_josh_sargent_5640884.png
usa,Brian White,FWD,81,usa_brian_white_12371879.png
usa,John Tolkin ,DEF,85,usa_john_tolkin_22514444.png
usa,Folarin Balogun,FWD,77,usa_folarin_balogun_4969702.png
usa,Joe Scally,DEF,80,usa_joe_scally_17158438.png
usa,Emeka Eneli ,MID,80,usa_emeka_eneli_37689167.png
usa,Jack McGlynn,MID,79,usa_jack_mcglynn_37448754.png
usa,Luca de la Torre,MID,87,usa_luca_de_la_torre_8333.png
usa,Tristan Blackmon,DEF,83,usa_tristan_blackmon_787350.png
usa,George Campbell,DEF,82,usa_george_campbell_17177615.png
usa,Noahkai Banks,DEF,87,usa_noahkai_banks_37650095.png
usa,Chris Brady,GK,81,usa_chris_brady_37527137.png
usa,Walker Zimmerman,DEF,81,usa_walker_zimmerman_262076.png
usa,Shaq Moore,DEF,81,usa_shaq_moore_448320.png
usa,Nathan Harriel,DEF,80,usa_nathan_harriel_32013799.png
usa,Tyler Adams,MID,76,usa_tyler_adams_262324.png
usa,James Sands ,MID,87,usa_james_sands_1548470.png
usa,Yunus Musah,MID,80,usa_yunus_musah_28575698.png
usa,Quinn Sullivan ,MID,89,usa_quinn_sullivan_37525729.png
usa,Benja Cremaschi,MID,76,usa_benja_cremaschi_37625886.png
usa,Max Arfsten,FWD,86,usa_max_arfsten_37625843.png
usa,Sebastian Berhalter,MID,76,usa_sebastian_berhalter_37407279.png
usa,Cristian Roldán,MID,76,usa_cristian_roldn_262179.png
usa,Matt Freese,GK,77,usa_matt_freese_785896.png
usa,Tanner Tessmann,MID,82,usa_tanner_tessmann_27081112.png
usa,Jonathan Klinsmann ,GK,87,usa_jonathan_klinsmann_474429.png
usa,Mark McKenzie,DEF,87,usa_mark_mckenzie_281527.png
usa,Ricardo Pepi,FWD,81,usa_ricardo_pepi_33187441.png
usa,Cameron Carter-Vickers ,DEF,83,usa_cameron_cartervickers_1712.png
usa,Chris Richards,DEF,85,usa_chris_richards_18218609.png
usa,Matt Turner,GK,87,usa_matt_turner_262551.png
usa,DeJuan Jones ,DEF,78,usa_dejuan_jones_31626030.png
usa,Zack Steffen,GK,82,usa_zack_steffen_47285.png
usa,Weston McKennie,MID,76,usa_weston_mckennie_608189.png
usa,Timothy Weah,MID,85,usa_timothy_weah_537332.png
usa,Álex Zendejas,FWD,76,usa_lex_zendejas_255002.png
usa,Johnny Cardoso,MID,88,usa_johnny_cardoso_37261342.png
usa,Christian Pulisic,FWD,83,usa_christian_pulisic_32438.png
usa,Marlon Fossey,DEF,86,usa_marlon_fossey_1494698.png
usa,Malik Tillman,MID,80,usa_malik_tillman_23277869.png
usa,Brenden Aaronson,MID,81,usa_brenden_aaronson_4552689.png
usa,Patrick Schulte,GK,88,usa_patrick_schulte_20335123.png
usa,Giovanni Reyna,MID,78,usa_giovanni_reyna_34432365.png
usa,Diego Luna,MID,82,usa_diego_luna_37569242.png
usa,Sergiño Dest,DEF,87,usa_sergio_dest_5640878.png
usa,Auston Trusty,DEF,81,usa_auston_trusty_262280.png
usa,Roman Celentano,GK,81,usa_roman_celentano_37614804.png
usa,Miles Robinson,DEF,79,usa_miles_robinson_608242.png
usa,Aidan Morris,MID,80,usa_aidan_morris_25548700.png
usa,Haji Wright,FWD,87,usa_haji_wright_263186.png
usa,Tim Ream,DEF,83,usa_tim_ream_2454.png
usa,Timothy Tillman,MID,84,usa_timothy_tillman_539711.png
morocco,Amine Souane,FWD,77,morocco_amine_souane_37404949.png
morocco,Salaheddine Chihab,GK,79,morocco_salaheddine_chihab_301814.png
morocco,Munir El Kajoui,GK,84,morocco_munir_el_kajoui_188803.png
morocco,Chemsdine Talbi,FWD,85,morocco_chemsdine_talbi_37590634.png
morocco,Khalid Aït Ouarkhane,MID,75,morocco_khalid_at_ouarkhane_37387700.png
morocco,Mounir Chouiar,FWD,80,morocco_mounir_chouiar_99069.png
morocco,Anas El Mahraoui,FWD,78,morocco_anas_el_mahraoui_37771199.png
morocco,Neil El Aynaoui,MID,76,morocco_neil_el_aynaoui_21803060.png
morocco,El Mehdi Benabid,GK,89,morocco_el_mehdi_benabid_37308648.png
morocco,El Mehdi Al Harrar,GK,89,morocco_el_mehdi_al_harrar_37548285.png
morocco,Brahim Díaz,FWD,78,morocco_brahim_daz_340342.png
morocco,Zakaria El Ouahdi,DEF,80,morocco_zakaria_el_ouahdi_37540780.png
morocco,Noussair Mazraoui,DEF,76,morocco_noussair_mazraoui_28716.png
morocco,Mohamed Rabie Hrimat,MID,82,morocco_mohamed_rabie_hrimat_37308650.png
morocco,Oussama Targhalline,MID,78,morocco_oussama_targhalline_37541437.png
morocco,Soufiane Rahimi,FWD,77,morocco_soufiane_rahimi_20316497.png
morocco,Azzedine Ounahi,MID,83,morocco_azzedine_ounahi_21803033.png
morocco,Abderrazak Hamdallah,FWD,78,morocco_abderrazak_hamdallah_151014.png
morocco,Ayoub Mouloua,FWD,80,morocco_ayoub_mouloua_37560947.png
morocco,Tarik Tissoudali,FWD,87,morocco_tarik_tissoudali_28287.png
morocco,Hossam Essadak,MID,83,morocco_hossam_essadak_37739785.png
morocco,Oussama Lamlioui,FWD,85,morocco_oussama_lamlioui_37548304.png
morocco,Aschraf El Mahdioui,MID,85,morocco_aschraf_el_mahdioui_25769.png
morocco,Ayoub Khairi,MID,77,morocco_ayoub_khairi_29720396.png
morocco,Salaheddine Errahouli,FWD,77,morocco_salaheddine_errahouli_37551821.png
morocco,Youness El Kaabi,FWD,78,morocco_youness_el_kaabi_38201352.png
morocco,Oussama El Azzouzi,MID,76,morocco_oussama_el_azzouzi_3219641.png
morocco,Walid El Karti,MID,75,morocco_walid_el_karti_431304.png
morocco,Eliesse Ben Seghir,FWD,78,morocco_eliesse_ben_seghir_37601342.png
morocco,Ilias Akhomach,FWD,84,morocco_ilias_akhomach_37459024.png
morocco,Hamza Igamane,FWD,77,morocco_hamza_igamane_37562510.png
morocco,Bilal Nadir,MID,85,morocco_bilal_nadir_37541144.png
morocco,Anas Bach,MID,85,morocco_anas_bach_37317059.png
morocco,Oussama Tannane,MID,78,morocco_oussama_tannane_24567.png
morocco,Saifeddine Bouhra,FWD,75,morocco_saifeddine_bouhra_37317244.png
morocco,Amir Richardson,MID,88,morocco_amir_richardson_37570091.png
morocco,Amine Zouhzouh,MID,89,morocco_amine_zouhzouh_37656039.png
morocco,Sabir Bougrine,MID,78,morocco_sabir_bougrine_65464.png
morocco,Sofiane Diop,FWD,84,morocco_sofiane_diop_10990739.png
morocco,Osame Sahraoui,FWD,85,morocco_osame_sahraoui_15875734.png
morocco,Imad Riahi,FWD,88,morocco_imad_riahi_37402320.png
morocco,Khalid Baba,FWD,80,morocco_khalid_baba_37556305.png
morocco,Reda Hajji,MID,84,morocco_reda_hajji_37548308.png
morocco,Hamza Hannouri,FWD,76,morocco_hamza_hannouri_16457409.png
morocco,Maroan Sannadi,FWD,86,morocco_maroan_sannadi_37544434.png
morocco,Youssef Mehri,FWD,80,morocco_youssef_mehri_37620075.png
morocco,Youssef En-Nesyri,FWD,75,morocco_youssef_ennesyri_186982.png
morocco,Walid Azaro,FWD,78,morocco_walid_azaro_766627.png
morocco,Karim El Berkaoui,FWD,86,morocco_karim_el_berkaoui_29838727.png
morocco,Yassine Bounou,GK,81,morocco_yassine_bounou_186591.png
morocco,Achraf Hakimi,DEF,84,morocco_achraf_hakimi_187260.png
morocco,Bilal El Khannouss,MID,86,morocco_bilal_el_khannouss_37559109.png
morocco,Abde Ezzalzouli,FWD,86,morocco_abde_ezzalzouli_37297124.png
morocco,Ayoub El Kaabi,FWD,89,morocco_ayoub_el_kaabi_10631219.png
morocco,Abdelhamid Ait Boudlal,DEF,88,morocco_abdelhamid_ait_boudlal_37694961.png
morocco,Anass Salah-Eddine,DEF,75,morocco_anass_salaheddine_23661347.png
morocco,Ismael Saibari,MID,79,morocco_ismael_saibari_37317434.png
morocco,Rachid Ghanimi,GK,86,morocco_rachid_ghanimi_37593906.png
morocco,Nayef Aguerd,DEF,75,morocco_nayef_aguerd_516291.png
morocco,Abdel Abqar,DEF,84,morocco_abdel_abqar_21781710.png
morocco,Romain Saïss,DEF,87,morocco_romain_sass_7144.png
morocco,Soufiane Bouftini,DEF,87,morocco_soufiane_bouftini_29838710.png
morocco,Jawad El Yamiq,DEF,85,morocco_jawad_el_yamiq_751551.png
morocco,Adam Masina,DEF,78,morocco_adam_masina_129704.png
morocco,Jamal Harkass,DEF,75,morocco_jamal_harkass_37317122.png
morocco,Marouane Louadni,DEF,76,morocco_marouane_louadni_1872884.png
morocco,Abdelhak Assal,DEF,78,morocco_abdelhak_assal_37550259.png
morocco,Marwane Saadane,DEF,77,morocco_marwane_saadane_201863.png
morocco,Bouchaib Arrassi,DEF,86,morocco_bouchaib_arrassi_37596155.png
morocco,Mehdi Mchakhchekh,DEF,82,morocco_mehdi_mchakhchekh_37701342.png
morocco,Souffian El Karouani,DEF,77,morocco_souffian_el_karouani_37257612.png
morocco,Adam Aznou,DEF,77,morocco_adam_aznou_37650058.png
morocco,Youssef Belammari,DEF,81,morocco_youssef_belammari_37317062.png
morocco,Hamza El Moussaoui,DEF,78,morocco_hamza_el_moussaoui_430844.png
morocco,Mahmoud Bentayg,DEF,77,morocco_mahmoud_bentayg_37548877.png
morocco,Fouad Zahouani,DEF,88,morocco_fouad_zahouani_37694966.png
morocco,Omar El Hilali,DEF,89,morocco_omar_el_hilali_37543901.png
morocco,Mohamed Chibi,DEF,79,morocco_mohamed_chibi_430838.png
morocco,Mohamed Moufid,DEF,80,morocco_mohamed_moufid_37529362.png
morocco,Mohamed Boulacsout,DEF,84,morocco_mohamed_boulacsout_37548295.png
morocco,Sofyan Amrabat,MID,87,morocco_sofyan_amrabat_25489.png
morocco,Amine Adli,FWD,82,morocco_amine_adli_14004542.png
australia,Craig Goodwin,FWD,89,australia_craig_goodwin_26030.png
australia,Aziz Behich,DEF,78,australia_aziz_behich_201467.png
australia,Jason Davidson,DEF,82,australia_jason_davidson_1228.png
australia,A. Taggart,FWD,75,australia_a_taggart_173221.png
australia,Mitchell Duke,FWD,82,australia_mitchell_duke_310200.png
australia,Fran Karacic,DEF,89,australia_fran_karacic_73932.png
australia,Marco Tilio,FWD,83,australia_marco_tilio_11705286.png
australia,Brandon Borrello,FWD,83,australia_brandon_borrello_330583.png
australia,Riley McGree,MID,78,australia_riley_mcgree_749527.png
australia,Nick D'Agostino,FWD,76,australia_nick_dagostino_667318.png
australia,Jackson Irvine,MID,76,australia_jackson_irvine_6605.png
australia,Callum Elder,DEF,89,australia_callum_elder_3320.png
australia,Jacob Italiano,DEF,86,australia_jacob_italiano_6006074.png
australia,Mohamed Touré,FWD,88,australia_mohamed_tour_37359803.png
australia,Jack Iredale,DEF,78,australia_jack_iredale_2483202.png
australia,Adrian Segečić,FWD,80,australia_adrian_segei_37407448.png
australia,Hayden Matthews,DEF,85,australia_hayden_matthews_37632554.png
australia,Anthony Kalik,MID,76,australia_anthony_kalik_74127.png
australia,Joe Gauci,GK,77,australia_joe_gauci_24092472.png
australia,Tom Glover,GK,82,australia_tom_glover_752043.png
australia,Jordan Bos,DEF,86,australia_jordan_bos_28543793.png
australia,James Overy,DEF,82,australia_james_overy_37771512.png
australia,Kasey Bos,DEF,79,australia_kasey_bos_37703571.png
australia,Max Balard,MID,89,australia_max_balard_37359754.png
australia,Sam Silvera,FWD,83,australia_sam_silvera_28543925.png
australia,Ryan Teague,MID,87,australia_ryan_teague_24427745.png
australia,Kusini Yengi,FWD,84,australia_kusini_yengi_37264177.png
australia,Lewis Miller,DEF,78,australia_lewis_miller_21036519.png
australia,Al Hassan Touré,FWD,86,australia_al_hassan_tour_28543784.png
australia,Nicolas Milanovic,FWD,75,australia_nicolas_milanovic_37364876.png
australia,Nishan Velupillay,FWD,83,australia_nishan_velupillay_37359724.png
australia,Daniel Arzani,FWD,80,australia_daniel_arzani_749543.png
australia,Cameron Burgess,DEF,76,australia_cameron_burgess_5922.png
australia,Aiden O'Neill,MID,84,australia_aiden_oneill_4666.png
australia,Anthony Caceres,MID,82,australia_anthony_caceres_329804.png
australia,Alexander Grant,DEF,80,australia_alexander_grant_6181.png
australia,Noah Botic,FWD,85,australia_noah_botic_37316556.png
australia,Kye Rowles,DEF,75,australia_kye_rowles_750014.png
australia,Martin Boyle,FWD,77,australia_martin_boyle_172795.png
australia,Cammy Devlin,MID,85,australia_cammy_devlin_20708316.png
australia,Paul Izzo,GK,78,australia_paul_izzo_329509.png
australia,Kai Trewin,MID,88,australia_kai_trewin_10990572.png
australia,Paul Okon-Engstler,MID,80,australia_paul_okonengstler_37611899.png
australia,Patrick Beach,GK,85,australia_patrick_beach_37618320.png
australia,Ajdin Hrustic,MID,75,australia_ajdin_hrustic_26935.png
australia,Nestory Irankunda,FWD,78,australia_nestory_irankunda_37594798.png
australia,Milos Degenek,DEF,88,australia_milos_degenek_35077.png
australia,Patrick Yazbek,MID,88,australia_patrick_yazbek_37529350.png
australia,Jason Geria,DEF,82,australia_jason_geria_330546.png
australia,Mathew Ryan,GK,77,australia_mathew_ryan_62317.png
australia,Connor Metcalfe,MID,79,australia_connor_metcalfe_3526183.png
australia,Alessandro Circati,DEF,89,australia_alessandro_circati_37361402.png
